content,score,sentiment_polarity,sentiment_subjective,sentiment_rating
dunia lihat sistem atur islam teguh iman teknologi fungsi kalah canggih stabil syariah,5,0.0,0.0,Positive
bagus,5,0.0,0.0,Positive
sukses maju maju bangsa indonesia,5,0.0,0.0,Positive
cpet banget,5,0.0,0.0,Positive
kagum,5,0.0,0.0,Positive
layan cepat selesai tahan tingkat,5,0.0,0.0,Positive
bonus,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
matap,5,0.0,0.0,Positive
bagus,5,0.0,0.0,Positive
terima kasih,5,0.0,0.0,Positive
semogah lamar pinjam tunai tuju modal usaha butuh desak terima kasih,5,0.0,0.0,Positive
bagus,5,0.0,0.0,Positive
knpa akun bom muncul fitur pinjam kecewa,1,0.0,0.0,Negative
semangat transaksi hadiah saldo 25 ribu lumayan banget,5,0.0,0.0,Positive
use,5,0.0,0.0,Positive
rekomendasi si syariah orang ken nabung syariah syariah rekomendasi pakai promo pilih syariah pakai syariah investasi pakai syariah,5,0.0,0.0,Positive
tim terima kasih tim bantu layan apresiasi respon cepat ramah bantu selesai butuh layan alam positif nasabah terima kasih layan penuh perhati tanggung,5,0.0,0.0,Positive
sayang rekening kunci buka blokir rekening kali kali nomor kirim email alas prose antri enak banget rekening orang,1,0.0,0.0,Negative
susah banget topup ha kali ngirim pending,2,0.0,0.0,Negative
bagus hadiah reward keren,5,0.0,0.0,Positive
fitur dana cepat,5,0.0,0.0,Positive
mantap digital limit pinjam lumayan bunga,5,0.0,0.0,Positive
bantu cepat daftar bonus mantab,5,0.0,0.0,Positive
mudah,4,0.0,0.0,Positive
maaf ganggu,1,0.0,0.0,Negative
poko bintang,5,0.0,0.0,Positive
recommended banget belanja pakai qris hasil saldo potong uang masuk jual bayar tunai klaim refund belit,1,0.0,0.0,Negative
bantu,5,0.0,0.0,Positive
keren,5,0.0,0.0,Positive
buka ganggu isi,5,0.0,0.0,Positive
buka br daftar,1,0.0,0.0,Negative
bagus menu token listrik,4,0.0,0.0,Positive
saldo 30 000 kirim niat simpan uang gopay tau simpan kirim terang saldo amit amit nambah saldo uang woy,1,0.0,0.0,Negative
ngaco sulit orang hilang kartu hp aktif butuh otp login ganti nomor tolong verifikasi vc wajah ama nik ktp bikin gajelass uang butuh pokok tahan ktp ama wajah verif sulit hangus,1,0.0,0.0,Negative
bagus,5,0.0,0.0,Positive
kecewa limit tarik limit ilang kecewa,1,0.0,0.0,Negative
nyesel pakai praktis fitur dana mudah akses,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
josjis,5,0.0,0.0,Positive
uang,1,0.0,0.0,Negative
nyaman,5,0.0,0.0,Positive
nyusahin masuk login masuk nomor hp daftar salah gmail salah ngasih solusi akun beku dana ovo gopay seabank mudah cmn restart hp susah login mending uninstall pusing,1,0.0,0.0,Negative
mantap,5,0.0,0.0,Positive
limit juta,5,0.0,0.0,Positive
suka dapet cashback enak njirr,5,0.0,0.0,Positive
kecewa daftar susah habis vcall via muncul kode otp input password login pasword salah sesuai input layan mudah kasih bintang,2,0.0,0.0,Negative
download acc aju pinjam pinjam uang download tipu omong doang minjam uang nyata,1,0.0,0.0,Negative
bagus,5,0.0,0.0,Positive
nyangka saldo bonus,5,0.5,0.5,Positive
eror,1,0.0,0.0,Negative
parah kunci akun orang salah fasword kunci aneh nyaman pakai,1,0.0,0.0,Negative
keren apknya,5,0.0,0.0,Positive
akun kunci buka ribet bolak login ulang,1,0.0,0.0,Negative
layan ramah dana arah kendala mu,5,0.0,0.0,Positive
amanah,1,0.0,0.0,Negative
senang syariah mudah butuh,5,0.0,0.0,Positive
bantu,5,0.0,0.0,Positive
nunggu verifikasi 24jam masuk akun kunci aneh tau acc pinjam langsung kunci nagih pinjam acc masuk,1,0.0,0.0,Negative
jatuh tempo telepon menggangu,1,0.0,0.0,Negative
hadiah saldo promo,5,0.0,0.0,Positive
bagus andal mudah bayar mudah kendala,5,0.0,0.0,Positive
kecewa limit pinjam tahan telat,1,0.0,0.0,Negative
cepat,5,0.0,0.0,Positive
bantu,5,0.0,0.0,Positive
mantab,5,0.0,0.0,Positive
limit pinjam ngeri,2,0.0,0.0,Negative
mudah dana nomer hp hilang proses repot ganti org2 kreatif,1,0.0,0.0,Negative
aktivasi ribet verivikasi langkah perangkat hp hilang coba masuk akun perangkat beda layan buruk solusi kualitas bintang,1,0.0,0.0,Negative
beli paket data layan buruk jelek hubung banget,1,0.0,0.0,Negative
hadiah,5,0.0,0.0,Positive
bagus,5,0.0,0.0,Positive
mudah fitur kantong,5,0.0,0.0,Positive
bagus biaya adminnya,5,0.0,0.0,Positive
fitur investasi tabung pisah uang belanja uang tabung,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
manfaat,5,0.0,0.0,Positive
mmbntu,5,0.0,0.0,Positive
bantu,4,0.0,0.0,Positive
walet rekomendasi,5,0.0,0.0,Positive
bagus,5,0.0,0.0,Positive
ui ux smooth senang prose aju akun cepat kooperatif jaga tingkat review manfaat,5,0.5,0.7,Positive
keren,4,0.0,0.0,Positive
kasih bintang pakai pinjam aneh,3,0.0,0.0,Neutral
banget,5,0.5,0.5,Positive
sip bintang,4,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
mudah,5,0.0,0.0,Positive
bonus deposit masuk,5,0.0,0.0,Positive
penuh kejut promo saldo gratis,5,0.0,0.0,Positive
terima kasih pinjam lunas limit kunci tau alas,5,0.0,0.0,Positive
rekomendasi mudah ngatur uang fitur kantong tranfer admin kecuali plus barusan dapet cashback,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
maling kedok tabung simpan an saldo lumayan langsung blockir akun,1,0.0,0.0,Negative
pokok,5,1.0,0.3,Positive
mantap,5,0.0,0.0,Positive
terima kasih bonus,5,0.0,0.0,Positive
muas,5,0.0,0.0,Positive
mudah mudah erti,5,0.0,0.0,Positive
mudah hidup,5,0.0,0.0,Positive
bayar cepat efisien,5,0.0,0.0,Positive
mantap mudah transaksi,5,0.0,0.0,Positive
bagus,5,0.0,0.0,Positive
bagus banget jngan ragu download daftar mudah hadiah trmksh,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
bagus cepat,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
jir pro saran tolong tambahin daftar bsi aceh saing aceh hihihi,5,0.0,0.0,Positive
batu,5,0.0,0.0,Positive
mantep,5,0.0,0.0,Positive
masuk pin salah,5,0.0,0.0,Positive
cocok transaksi cepet aman gampang poko,5,0.0,0.0,Positive
dompet digital buruk,1,0.0,0.0,Negative
bagus,5,0.0,0.0,Positive
besttt,5,0.0,0.0,Positive
bagus,5,0.0,0.0,Positive
bagus,5,0.0,0.0,Positive
mudah pokok,5,0.7,0.6000000000000001,Positive
bnk mantap pokok casback,5,0.0,0.0,Positive
mantap simple nyaman pakai bantu muas,5,0.0,0.35714285714285715,Positive
bgus,5,0.0,0.0,Positive
kendala poko,5,0.5,0.6,Positive
pinjam aktifin,5,0.0,0.0,Positive
muas,5,0.0,0.0,Positive
emng,5,0.0,0.0,Positive
keren,5,0.0,0.0,Positive
mantap gampang,5,0.0,0.0,Positive
bgus banget nyimpen uang byk bonus,5,0.0,0.0,Positive
bagus transaksi,4,0.0,0.0,Positive
kali spam akun kunci respon lambat suruh tunggu trs kiamat inget do buruk,1,0.0,0.0,Negative
layan,5,0.0,0.0,Positive
bagus tarik kendala,5,0.0,0.0,Positive
banget cashback,5,0.0,0.0,Positive
maantap dapet thr 10 000,5,0.0,0.0,Positive
bagus,5,0.0,0.0,Positive
bantu layan bagus sopan kasih bintang,5,0.0,0.0,Positive
bagus bagus,5,0.0,0.0,Positive
puas lot,5,0.2,0.6,Positive
mantap sekli,5,0.0,0.0,Positive
bagus,5,0.0,0.0,Positive
sukses terima kasih gift event,5,0.0,0.0,Positive
keren gratis biaya admin transaksi,5,0.0,0.0,Positive
bagus daftar ktp buram tetep,5,0.0,0.0,Positive
mudah ber,5,0.0,0.0,Positive
bantu invest,5,0.0,0.0,Positive
digital praktis fitur kantong bantu atur uang rapi prose transfer cepat promo tarik adventure puas,5,0.0,0.0,Positive
bagus bebas biaya admin transfer,5,0.0,0.0,Positive
keren suka,5,0.0,0.0,Positive
coba bintang daftar,5,0.0,0.0,Positive
senang,5,0.0,0.0,Positive
buka rekening saldo 25rb suka kantong rek pasu tabung pisah struktur pakai,5,0.0,0.0,Positive
parah akun buka tolong tanggung,2,0.0,0.0,Negative
bantu,5,0.0,0.0,Positive
baguuus,5,0.0,0.0,Positive
terbaikkk,5,0.0,0.0,Positive
mantap semogaa kembang mudah generasi muda kembang uang usaha,5,0.0,0.0,Positive
buruk pilih syariah konvesional bintang minus saran pilih syariah konvesional,1,-0.1,0.1,Negative
manfaat,5,0.0,0.0,Positive
syariah,1,0.0,0.0,Negative
mantap,5,0.0,0.0,Positive
keren,5,0.0,0.0,Positive
layan ter sat set gbsa login step verifikasi gagal nomor aktif lapor lngsung respon jam kmudian akun mantap tengkyu,5,0.0,0.0,Positive
kemaren fitur2 niat kasih bintang tiba2 besok akun blokir ngerasa ktp palsu wkwkwkw kirim via email blokir lucu liat sumpah nyaman banget,1,0.0,0.0,Negative
solusi mantap,5,0.0,0.0,Positive
kecewa buka blokir akun susah banget data valid kembang blokir layan jelek banget whatsap lapor selesai,1,0.0,0.0,Negative
bagus,5,0.0,0.0,Positive
sempet withdraw rdn rekening daftar status sukses buka layan buruk solusi,1,0.0,0.0,Negative
pinjam,1,0.0,0.0,Negative
keren abis,5,0.0,0.0,Positive
mantap investasi,5,0.0,0.0,Positive
ringan simpel banget job,5,0.7,0.6000000000000001,Positive
bagus,5,0.0,0.0,Positive
syariah usaha lancar sambung sukses,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
jos,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
baguss,5,0.0,0.0,Positive
bebas biaya admin transfer gantung kelas kelas gratis biaya admin transfer mantap,5,0.0,0.0,Positive
layan,5,0.0,0.0,Positive
bagus bonus,5,0.0,0.0,Positive
mantapp,5,0.0,0.0,Positive
hubung layan whatsapp gimana whatsapp ad,5,0.0,0.0,Positive
tipu uang ambil suka hati,5,0.0,0.0,Positive
bug notifikasi autentikasi device umur,3,0.0,0.0,Neutral
awas,5,0.0,0.0,Positive
bagus bingung pakai,5,0.0,0.0,Positive
bagus,5,0.0,0.0,Positive
daftar langsung blokir,1,0.0,0.0,Negative
mudah paham baca data data sulit baca data data,5,0.0,0.0,Positive
layan bikin ribet buka akun tutup akun responnya bilang niat nutup akun gara2 pindah syariah konvensional bilang km gabisa daftar nik dipake 1x registrasi,1,0.0,0.0,Negative
mantap,5,0.0,0.0,Positive
lancar amanah,5,0.0,0.0,Positive
mantapp promonya,5,0.0,0.0,Positive
lumayan bonus,4,0.0,0.0,Positive
kunci saldo ambil telpon lempar kesana kesini chat wa bot payah layan,1,0.0,0.0,Negative
tanggap lapor solusi buka error minggu,1,0.0,0.0,Negative
halo kecewa merespon kendala akun kunci proses tangan akun blokir tindak konkrit tolong admin pulih akun kecewa kerja respon komplain email,1,0.0,0.0,Negative
bagus transfer wallet gratis free 3x,5,0.45,0.65,Positive
kasih bintang produk pinjam,1,0.0,0.0,Negative
tahap susa mudah,5,0.0,0.0,Positive
bagus,5,0.0,0.0,Positive
berkah,5,0.0,0.0,Positive
tebaik,5,0.0,0.0,Positive
bagus,5,0.0,0.0,Positive
gampang misahin uang,5,1.0,0.3,Positive
tolong mudah pinjam modal usaha,5,0.0,0.0,Positive
mohon fitur pinjam buka,5,0.0,0.0,Positive
sedia fitur bayar tagih pln tagih bpjs sehat tagih pbb harap lengkap terima kasih,5,0.0,0.0,Positive
wallet banget masuk,3,0.5,0.5,Neutral
kendala cepat mantap,5,0.0,0.0,Positive
mantap yes,5,0.0,0.0,Positive
keren,5,0.0,0.0,Positive
hadeh malas kali lupa pw sulit internet putus jaring internet lancar bilang salah desember kemarin,1,0.0,0.0,Negative
mantap,5,0.7,0.6000000000000001,Positive
tolol idiot ganti nomer ribet gilir ikutin kasih lgi ngubah telpon,1,-0.8,0.8,Negative
loging,5,0.0,0.0,Positive
pakai bak kendala fiturnya lengkap tambahin barcode bayar scan kasir scan barcode bayar,5,0.0,0.0,Positive
skrg buka verifikasi pdhl data lengkap knpa buka,3,0.0,0.0,Neutral
bener bener bobrok banget daftar nunggu aktivasinya banget customer service akun hapus konfirmasi,1,0.0,0.0,Negative
gagal login salah password salah pin bener pas lupa password bilang,1,0.0,0.0,Negative
qris tampil transfer qris tampil bayar merchant,5,0.0,0.0,Positive
mudah urus tarik tunai bebas atm,5,0.0,0.0,Positive
data terang gilir daftar dadak data daftar,1,-0.7999999999999999,1.0,Negative
mantap praktis cepat,5,0.0,0.0,Positive
tipu kedok ojk saldo suami 000 belokir verifikasi dll data lengkap kunci makan uang haram ikhlas,1,0.0,0.0,Negative
knp masuk perangkat,5,0.0,0.0,Positive
chasback,5,0.0,0.0,Positive
tolong bantu kaka ganti nomor nomor mati,1,0.0,0.0,Negative
mohon semenjak update kendala transaksi fitur tagih pln bayar tagih beli token,3,0.0,0.0,Neutral
toppp bgtt,5,0.0,0.0,Positive
andal nasabah,5,0.0,0.0,Positive
coba daftar manfaat,5,0.0,0.0,Positive
download niat tiktok ehh saldo tiktok potong saldo masukkk nunggu kerja gmn siii komplain email plus wa,2,0.0,0.0,Negative
mantab,5,0.0,0.0,Positive
bonus,5,0.0,0.0,Positive
rekomended simpan uang ples tabung haha,5,0.2,0.3,Positive
lai misi dapet kartu atm gratis dpt hadiah saldo event bnk,5,0.0,0.0,Positive
gampang banget,5,0.0,0.0,Positive
bantu atur uang,5,0.0,0.0,Positive
minggu withdraw usd masuk saldo kantong telp,1,0.0,0.0,Negative
bagus,5,0.0,0.0,Positive
senang still here still forever start motor,5,0.0,0.0,Positive
gabisa masuk nyoba ratus kali gabisa masuk,1,0.0,0.0,Negative
bunga,3,0.0,0.0,Neutral
bantu mantap,5,0.0,0.0,Positive
kali masuk masukin pin menit besok masukin pin ganggu masuk pakai email salah daftar pakai email tolong untung isi saldo,1,0.0,0.0,Negative
susah verifikasi masuk ganggu,1,0.0,0.0,Negative
batu,5,0.0,0.0,Positive
login akun gopay lupa sandi hp daftar kadaluarsa tolong bantu login,2,0.0,0.0,Negative
buka rek lebi aman tanggung,5,0.0,0.0,Positive
login kocak pdhl pin bener hdeh,1,0.0,0.0,Negative
bagus,5,0.0,0.0,Positive
ain isi ulang saldo minimarket,2,0.0,0.0,Negative
sangattt bagusss,5,0.0,0.0,Positive
suka mudah transaksi daftar sulit bayar,5,0.0,0.0,Positive
mantul banget kalah,5,0.0,0.0,Positive
akun tiba2 kunci wa suruh email email balas hapus wa email blsnya payah,1,0.0,0.0,Negative
mantap cepet,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
keren,5,0.0,0.0,Positive
digital,5,0.0,0.0,Positive
akun kunci loh mohon kerjasamanya bu buka akun uang hpus jelek,1,0.0,0.0,Negative
mantappppp bos bos,5,0.0,0.0,Positive
mudah bantu pokok bagus banget,5,0.0,0.0,Positive
tolong bikin ringan lot banget buka,5,0.0,0.0,Positive
mantab,5,0.0,0.0,Positive
rekomendasi sistem login susah brimo akun beku alas curang,1,0.0,0.0,Negative
kantong rekening bantu mantap,5,0.0,0.0,Positive
jls daptar ngajukan pinjam sampe nunggu trus hapus akun susah uninstall data syang jngan slah,1,0.0,0.0,Negative
parah daftar masukin nmr nmr pakai daftar,1,0.0,0.0,Negative
aman simpan tabung kantong rencana pasu,5,0.0,0.0,Positive
bayar gimana,3,0.0,0.0,Neutral
lot,1,0.0,0.0,Negative
bagus,5,0.0,0.0,Positive
bagus percaya aman,5,0.0,0.0,Positive
mantap,3,0.0,0.0,Neutral
baguss mudahh ribet,1,0.0,0.0,Negative
bantu transaksi,5,0.0,0.0,Positive
keren virtual debit visa transaksi negeri harap syariah next bayar tabung haji dll thanks hope for,5,0.5,0.15,Positive
digital cocok butuh transaksi tabung tabung investasi integrasi bibit mudah topup tari mudah gratis,5,0.0,0.0,Positive
mudah paham,5,0.0,0.0,Positive
mantap,5,0.0,0.0,Positive
mudah transaksi,4,0.0,0.0,Positive
bagus amanah,5,0.0,0.0,Positive
ganti nama sesuai ktp responnya lambat salah,5,0.0,0.0,Positive
mudah mudah batu,3,0.0,0.0,Neutral
muas,5,0.0,0.0,Positive
halo lupa sandi password masuk trus masukin email hp nik bisa2 masuk,1,0.0,0.0,Negative
mohon bantu limit pinjam,4,0.0,0.0,Positive
transaksi batal transaksi saran kalo cepet2 transfer,1,0.0,0.0,Negative
kirim uang ewallet dana transaksi muncul potong dana masuk2 gimana hub tolong donk jgan gitu,1,0.0,0.0,Negative
lancar,5,0.0,0.0,Positive
overall,5,0.35,0.30000000000000004,Positive
mantapp,5,0.0,0.0,Positive
bagus,5,0.0,0.0,Positive
tolong admin,4,0.0,0.0,Positive
mantapp,5,0.0,0.0,Positive
hai lgi koq kunci blokir salah pasword nggk bnr koq masukin pw tolong krna butuh,5,0.0,0.0,Positive
bagus kali,5,0.0,0.0,Positive
login hubung call center,1,-0.1,0.1,Negative
bantu umkm,5,0.0,0.0,Positive
baguss free biaya admin kalo transfer suka saran kalo tampil ui ux warna banget pke emoji buka asa liat tugas,5,0.4,0.8,Positive
mudah pakai bayar butuh,5,0.0,0.0,Positive
manfaat,5,0.0,0.0,Positive
prose aktivasi tera 1x24 jam 3x24 jam verifikasi,1,0.0,0.0,Negative
hallo nasabah akun transaksi laku lapor terima kabar pesan kabar saldo,1,0.0,0.0,Negative
ribet banget data sesuai biodata ttp bsa login,1,0.0,0.0,Negative
login susah email bener pw bener kode otp bener tombol gimana tombol kirim ulang tempel ngaruh versi,1,0.0,0.0,Negative
okee,5,0.0,0.0,Positive
alhamdulillaah pakai syariah transaksi hasil kendala,5,0.0,0.0,Positive
kecewa gx ganti nmr lm hilang atw hangus,1,0.0,0.0,Negative
knp susah buka,4,0.0,0.0,Positive
tahan fitur bantu,5,0.0,0.0,Positive
bgus bngett,3,0.0,0.0,Neutral
sip sip sip,5,0.0,0.0,Positive
bantu banget,5,0.0,0.0,Positive
daftar cepat ribet opsi jaga uang sharing pocket partner budgeting mantap,5,0.78,1.0,Positive
lot banget loadingnya kasih bintang biar baca,5,0.0,0.0,Positive
bayar biar catat telat bayar jam 11 mlm mulu pagi jam bisa2 telat kalah ama belah jam,1,0.0,0.0,Negative
mantap,5,0.0,0.0,Positive
tip,5,0.0,0.0,Positive
smoga cpet tawar,5,0.0,0.0,Positive
tolong ketat aman,5,0.0,0.0,Positive
saran benah kadang bug,4,0.0,0.0,Positive
suka fund fee saldo kantong utama potong lupa mindahin saldo kantong,4,0.0,0.0,Positive
selamat malam ibuk tutup akun karna aju limit tolak tutup akun terima kasih,3,0.0,0.0,Neutral
20k maling driver gopay masuk najis 20k embat,1,0.0,0.0,Negative
bantu,5,0.5,0.6,Positive
bantu,5,0.0,0.0,Positive
akun kunci,1,0.0,0.0,Negative
daftar bener akun bener login orang dana rekening tipu,1,0.0,0.0,Negative
filtur pinjam tidqk,5,0.0,0.0,Positive
topup masuk saldo mbanking potong login gara2 sim card hilang,1,0.0,0.0,Negative
nyangka saldo 25k sukses,5,0.0,0.0,Positive
koplak,1,0.0,0.0,Negative
sangatt buruk pelayananya akun blokir 13 maju nelpon kali solusi suruh nunggu nunggu hubung hidup nungguin telfon pegang hp 24 jam kocak minimal kasih hubung nomer khusus akun blokir cabang kota kota biar nyusahin kecewa make,1,-0.1,0.6,Negative
daftar nik make pagi solusi skrng bener,1,0.0,0.0,Negative
markotop,5,0.5,0.5,Positive
pakai,5,0.0,0.0,Positive
login ribet pin bener bilang salah pw bener salah ganti password pw notifnya pw berat pw masukin napa gabisa login masukin nik email selfi muka mulu ribet reset mulu ngapain nyuruh pasang sidik jari kalo login reset,1,0.0,0.0,Negative
keren,5,0.0,0.0,Positive
lancar dlm transaksi admin,4,0.0,0.0,Positive
kali pakai kendala kuota gratis tarik tunai hambat kuota,5,0.0,0.0,Positive
scam transaksi login isi saldo teman teman hati hati lapor lapor tanyain kecewa,1,0.0,0.0,Negative
mantap,5,0.0,0.0,Positive
aktivasi acc aktivasi donk kait acc atu aktivasi akun biar trim,2,0.0,0.0,Negative
gajelas sinyal bagus loading trus,1,0.0,0.0,Negative
kerjasama indomaret alfamart biar mudah topup,5,0.0,0.0,Positive
layan biar orang ogah keong sok sok an kerja gopay kalo bom becus ho publik,1,0.0,0.0,Negative
goooddd,5,0.0,0.0,Positive
coba akun engga tuju mohon informasi,4,0.0,0.0,Positive
gajelas saldo tabung hadeh,1,0.0,0.0,Negative
admin acc data hapus gunain 24 jam bukti acc php data cabut,1,0.0,0.0,Negative
aneh ganti password kali kali tetep login,1,0.0,0.0,Negative
data video call tolak tolong data salah,1,0.0,0.0,Negative
bagus,5,0.0,0.0,Positive
tolong saldo tabung utama gopay login kantong nomor handphone daftar hilang,1,0.0,0.0,Negative
tolong fitur saldo minimarket setor tunai atm senang bangga digital indonesia,5,0.0,0.0,Positive
bagus,5,0.0,0.0,Positive
syariah keren banget simple praktis fitur overall keren perban nomor,5,0.0,0.17857142857142858,Positive
mantap,5,0.0,0.0,Positive
apkny lumayan bagus pinjam minus tarik tunai via alfa indomart,4,0.0,0.0,Positive
sayang fitur qris tampil bayar tagih indo alfamart,3,0.0,0.0,Neutral
aju prose sungguh lambat,1,0.0,0.0,Negative
bagus,5,0.0,0.0,Positive
mntap,5,0.0,0.0,Positive
bagus,5,0.0,0.0,Positive
applikasi jelek ribet login nik verifikasi muka kode otp nomor aktif diaktifin proses ribet banget bikin nyaman ribet mending make,1,0.0,0.0,Negative
layan kendala tanggap suka hapus terima kasih,5,0.0,0.0,Positive
kemarin saldo uang lumayan akun masuk telpon suruh tunggu tunggu minggu keruk duit orang tolong hapus sumpah tolong teman teman download keruk duit orang,1,0.0,0.0,Negative
mantap,5,0.7,0.6000000000000001,Positive
liat uang masuk rekening gimna,5,0.0,0.0,Positive
ganti nomor aktif,5,0.0,0.0,Positive
tgl maret 2026 uninstal bsa tolong hapus data salah,1,0.0,0.0,Negative
sampah,1,0.0,0.0,Negative
mantap cepat prose,5,0.0,0.0,Positive
bagus mudah ajar,5,0.0,0.0,Positive
bantu,5,0.0,0.0,Positive
aplikasih busuk kasih masuk pasword email anggap salah,1,0.0,0.0,Negative
ih najis ngelag sebel,2,0.0,0.0,Negative
bagus bunga,5,0.0,0.0,Positive
